Country Name,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Armenia,ARM,28.21728701,28.1988591,28.16735244,28.12458845,28.07238855,28.01257415,27.92098089,27.79285462,27.65913213,27.55075018,27.49864555,27.48281267,27.48480266,27.53788736,27.67533861,27.93042826,28.40405947,29.22198605,30.45475588,32.17291681,34.44701668,41.81072554,43.28961483,41.05050048,38.63923761,38.11485869,35.86090788,34.01535699,34.20136607,32.66182353,30.57963348,,,
American Samoa,ASM,6.433882478,6.401709274,6.376169898,6.356748388,6.342928783,6.334195121,6.380127523,6.497820947,6.63803169,6.751516045,6.78903031,6.770378147,6.74783747,6.72087595,6.688961261,6.651561073,6.599521431,6.522755649,6.419332302,6.287319968,6.124787222,5.787132649,5.899522844,6.036480597,6.38148164,6.345876885,6.929692827,6.923399181,6.981745567,6.728531738,6.715147395,,,
Antigua and Barbuda,ATG,19.2849436,19.07104766,18.89063182,18.74879849,18.65065008,18.601289,18.62777423,18.72129123,18.83313213,18.91458907,18.91695418,18.73727981,18.38213129,17.96707031,17.60765856,17.41945769,17.40900268,17.47210283,17.55823134,17.61686142,17.59746629,17.22854904,17.56228932,18.06479183,18.15213999,19.79631979,19.9208793,19.01594941,18.92330072,19.05846316,19.69826956,,,
Australia,AUS,7.755718641,7.66990742,7.594672167,7.531229825,7.480797335,7.444591642,7.431973902,7.44167605,7.458971185,7.46913241,7.457432827,7.388953462,7.26633772,7.131202273,7.02516379,6.989838942,7.048149504,7.166298108,7.300822705,7.408261246,7.445151684,7.320706635,7.532800294,7.43314062,7.387603021,7.18466162,7.200695624,7.428535959,7.741219204,9.330990316,8.251717461,,,
Austria,AUT,23.35874588,23.2910321,23.14053746,22.92228554,22.65129991,22.34260414,21.84105484,21.09732662,20.28517002,19.57833559,19.15057389,18.94706626,18.77850993,18.61692924,18.43434851,18.2027921,17.80247062,17.23162298,16.63931587,16.17461603,15.98659014,16.36763176,14.71990119,14.6599487,12.95414547,13.59996354,12.51437957,12.15575923,12.58619345,11.46459378,10.93351368,,,
Azerbaijan,AZE,19.37142119,19.8908556,20.31036942,20.62449776,20.82777576,20.91473853,20.83948072,20.61092884,20.30586582,20.00107463,19.77333822,19.59448026,19.41070059,19.2603464,19.18176491,19.21330331,19.43435503,19.91347647,20.67275929,21.73429513,23.12017567,27.42810615,29.18058784,28.23398287,26.41920821,25.18672205,24.35279688,23.24218815,23.23609235,22.02383494,21.72699998,,,
Burundi,BDI,29.42271109,29.5299432,29.6358595,29.73299873,29.81389962,29.87110093,29.9520241,30.0826026,30.22314324,30.33395283,30.37533817,30.2604722,29.99535313,29.6795257,29.41253464,29.29392471,29.28782993,29.29504729,29.32011597,29.36757513,29.44196394,30.46916592,30.6146105,29.7513342,31.2135166,30.12074632,30.76306237,29.30396985,28.33849949,28.77473699,29.65413451,,,
Belgium,BEL,23.14289623,22.97207419,22.75375966,22.49489724,22.20243151,21.88330707,21.4791053,20.97112415,20.42588306,19.9099015,19.48969892,19.07773735,18.59226938,18.10850027,17.70163525,17.4468796,17.330608,17.26349728,17.20720587,17.12339224,16.97371483,16.36627396,15.21500846,14.36978731,12.90035871,13.33904294,12.39390071,12.76915779,12.4925875,11.21437918,11.21606647,,,
Benin,BEN,56.74970345,54.11956501,52.23444994,51.00211276,50.33030803,50.12679028,51.21552787,53.81191711,56.91085452,59.5072366,60.59595987,58.95971078,55.05375246,50.3818465,46.44775444,44.75523786,44.70142445,44.68214547,44.69921775,44.75445817,44.84968358,47.39275907,51.56281882,42.08812525,42.01125969,66.65612843,59.47934062,58.38795872,54.05626794,46.56252753,51.0478242,,,
Burkina Faso,BFA,57.09764127,55.12355828,53.80648461,53.02099997,52.64168407,52.54311661,53.56411652,55.99939492,58.90736977,61.34645908,62.37508081,62.33796493,62.22401481,62.05790854,61.86432418,61.66793982,61.43723191,61.09445868,60.59497088,59.89411929,58.94725464,55.57161301,61.76290447,48.60569039,49.91956418,71.87324446,66.09171173,60.31006928,58.1036119,50.70572336,58.4706762,,,
Bangladesh,BGD,53.17898242,52.97962088,52.82396634,52.7113363,52.64104825,52.61241968,52.63500524,52.71360444,52.84040204,53.00758283,53.20733159,53.53715577,53.99898917,54.44165602,54.71398059,54.6647871,53.19754595,50.07523823,46.43595425,43.4177843,42.1588187,52.29511106,65.16383893,64.3758949,68.32836451,64.10842952,63.67841413,58.34397664,59.51357785,50.36452654,42.38137624,,,
Bulgaria,BGR,27.26248798,26.85663164,26.48459056,26.14319034,25.82925656,25.53961481,25.29156911,25.10905749,24.99885654,24.96774286,25.02249305,25.14789716,25.30239546,25.45323983,25.56768215,25.61297431,25.33392705,24.66879437,23.87499308,23.20993999,22.93105189,26.19141438,23.08638116,21.49005296,21.99215001,20.79369013,19.97916741,20.03378582,19.71598301,17.53802566,17.14742361,,,
Bahrain,BHR,68.5869119,67.14326766,66.0241209,65.22661342,64.74788702,64.58508349,64.84243184,65.52672467,66.48894924,67.5800928,68.6511426,70.0596873,71.9559586,73.87990835,75.37148836,75.97065049,74.65280846,71.51083505,67.76087069,64.61905577,63.3015307,66.7273264,70.0606736,68.14470192,59.14997351,71.55949784,64.21930353,61.2374946,71.88723284,59.96551749,58.49506298,,,
"Bahamas, The",BHS,19.10152616,18.98823514,18.9053224,18.85284325,18.83085299,18.83940694,18.93753825,19.13473385,19.35672968,19.52926168,19.57806579,19.41659081,19.07531032,18.65549744,18.2584253,17.98536702,17.81436551,17.66274115,17.54068329,17.45838131,17.42602457,17.64185623,18.035816,17.72112359,18.53874842,19.12563118,18.49778337,18.36124641,18.57967994,18.56595289,18.93939187,,,
Bosnia and Herzegovina,BIH,35.70254113,35.26566932,34.93998015,34.71478691,34.57940288,34.52314135,34.69672165,35.16320422,35.78041403,36.40617605,36.89831526,37.36141809,37.91918642,38.45811844,38.86471233,39.02546625,38.63295094,37.69695289,36.57979392,35.64379587,35.25128056,39.40316432,35.50467113,33.74190455,32.4817989,33.80553101,30.38467695,30.90182078,32.49899221,26.71579225,26.60195327,,,
Belarus,BLR,32.87289244,32.24505794,31.637417,31.05701197,30.5108852,30.00607905,29.56666311,29.17775965,28.78799001,28.34597554,27.80033759,26.82516929,25.37088644,23.80059445,22.47739871,21.76440462,21.55566149,21.44929307,21.36451639,21.2205485,20.93660644,18.69535508,18.06753962,18.97352489,19.39747138,17.60592812,15.83194348,15.77751323,16.98254003,15.61779259,14.60899038,,,
Belize,BLZ,28.41054298,27.83035865,27.33225939,26.94122286,26.68222674,26.58024867,26.64036505,26.80358668,26.99879285,27.15486289,27.2006761,26.99329616,26.52027767,25.90623632,25.27578777,24.75354769,24.25890025,23.69638241,23.16833902,22.77711493,22.625055,25.01672143,23.70910477,26.87327821,26.76633079,27.55667482,25.608807,26.17511656,26.7474103,26.14653347,28.65180702,,,
Bermuda,BMU,9.086681,9.060370028,9.039041249,9.02166514,9.007212183,8.994652857,9.032174858,9.133648718,9.246569174,9.318430962,9.296728816,9.165103281,8.962578116,8.71972288,8.467107133,8.235300435,8.024546388,7.813627662,7.600922426,7.384808846,7.163665091,6.915391947,6.972502777,6.612591534,7.053814874,6.974482694,7.542735262,7.671249721,7.397566781,7.206799052,7.336000525,,,
Bolivia,BOL,82.79136906,82.38992188,81.66515411,80.67878813,79.4925463,78.16815099,75.94267959,72.53544881,68.73154001,65.31603454,63.07401375,61.94814473,61.18546741,60.52762245,59.71625053,58.49299231,55.24069604,49.43801495,42.47029718,35.72289089,30.58114421,27.31829333,28.06975414,26.0957497,26.94154491,27.45747117,28.05461403,26.54186339,25.16675904,24.48499244,22.87945907,,,
Brazil,BRA,15.36373075,15.40554314,15.44139396,15.4723738,15.49957322,15.52408281,15.5458288,15.56301887,15.57416582,15.57778245,15.57238156,15.55281271,15.51760079,15.47077157,15.4163508,15.35836426,15.25038635,15.08730864,14.93513267,14.85986001,14.92749218,15.5394718,14.60074141,13.88973204,13.79164878,12.40420076,12.10850381,12.21933885,12.25164015,12.34884009,12.1793252,,,
Barbados,BRB,23.71995487,23.45273447,23.22370953,23.04336677,22.92219291,22.87067465,22.90700365,23.00952319,23.12894736,23.21599031,23.22136616,22.97999105,22.47220904,21.86687606,21.33284806,21.03898098,20.98905004,21.03404841,21.11365899,21.16756465,21.13544831,20.74504942,21.18461414,21.79444675,22.39381112,24.17875362,24.41507574,23.28781093,23.26518522,23.32554309,23.73096578,,,
Brunei Darussalam,BRN,8.370724168,8.120196087,7.891232078,7.692423209,7.532360544,7.419635149,7.34134211,7.277497142,7.22607225,7.18503944,7.152370717,7.144199984,7.163598698,7.18894519,7.198617793,7.17099484,7.044498108,6.820393116,6.571323808,6.369934127,6.288868017,7.225343252,7.641740714,7.810452268,8.038402569,7.76801291,7.708093727,7.230648954,7.494855877,7.945858113,7.597265034,,,
Bhutan,BTN,31.94184725,31.7529006,31.61939849,31.53820376,31.50617925,31.52018778,31.61064067,31.79051734,32.03053283,32.30140216,32.57384036,32.91600699,33.34418245,33.75126304,34.03014503,34.07372473,33.14962238,31.1047419,28.70090506,26.69993366,25.86364946,30.4700767,38.13157147,37.41624372,40.29815305,37.48569113,36.94161228,33.81151504,34.08388194,30.05189776,23.94565764,,,
Botswana,BWA,19.67367736,19.54684697,19.44906352,19.37995153,19.33913556,19.32624013,19.35133425,19.41616675,19.50788189,19.61362395,19.72053722,19.83907298,19.98635443,20.15953377,20.35576315,20.57219477,20.85047794,21.20705755,21.60127914,21.99248827,22.34003048,22.67685205,22.70255377,21.23413348,21.10215117,22.04614509,21.25225331,19.96632322,19.91104108,19.20354844,18.90575499,,,
Central African Republic,CAF,32.83474669,32.72071409,32.64829268,32.60966493,32.59701333,32.60252036,32.76640766,33.1400609,33.58240863,33.95237941,34.10890181,33.93057269,33.50162558,32.989444,32.56141147,32.38491152,32.42908325,32.54653419,32.72985047,32.97161826,33.2644237,34.73876755,36.12711803,33.66423378,31.91562444,38.59993767,34.41081479,33.88538316,31.97409776,34.91437601,34.43341845,,,
Canada,CAN,10.54542357,10.52199308,10.48357624,10.43372191,10.37597893,10.31389616,10.22572567,10.10433877,9.975213146,9.863826465,9.795656408,9.760864765,9.728108682,9.690608872,9.641586043,9.574260908,9.401820852,9.080262352,8.66701975,8.219527388,7.795219609,7.372876382,7.585589152,7.260966323,7.380929883,7.115761831,6.406751551,7.044920253,7.091751113,6.226801693,6.565669944,,,
Central Europe and the Baltics,CEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,19.48316338,19.32357806,19.12559566,18.89474531,18.63655614,18.35655728,18.01046619,17.58320842,17.12412521,16.68255784,16.30784754,15.93809194,15.50904039,15.06651172,14.65632479,14.32429843,14.03545021,13.74821639,13.49854377,13.32237919,13.25566948,13.86473184,12.68274858,12.44329608,10.6156285,11.72260824,10.656646,9.914814645,10.14815928,9.450018754,9.061049686,,,
Channel Islands,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,27.01595942,26.82192276,26.69619925,26.62773296,26.60546796,26.61834829,26.80485645,27.20355414,27.65350431,27.99376991,28.06341387,27.87502477,27.56663367,27.16546725,26.69875218,26.19371515,25.43132188,24.35825346,23.25030965,22.38329021,22.03299489,22.8717892,21.91471808,23.76250281,23.03175377,24.27822981,24.22184248,23.41160413,23.05121303,22.73239277,23.2750668,,,
China,CHN,49.29828357,49.06723255,48.89242284,48.79136924,48.78158654,48.88058953,49.08138047,49.34862559,49.6573356,49.98252123,50.29919318,50.62804896,50.9679257,51.26104362,51.44962297,51.47588394,50.96967057,49.88626029,48.6560235,47.70933061,47.47655199,51.3499437,48.12072511,58.46622156,54.5688343,50.83253796,46.83246825,45.83693362,40.26638752,37.54757537,34.81052372,,,
Cote d'Ivoire,CIV,50.62186065,47.31994038,44.84185227,43.13585279,42.15019836,41.83314546,42.97279274,45.69041317,48.93402466,51.6516451,52.79129238,52.44920162,51.56637072,50.35796177,49.03913686,47.82505806,46.47958448,44.84742896,43.26503422,42.06884297,41.59529794,49.54970207,51.35588903,40.06595637,38.93233491,61.95460978,55.65398553,50.66544217,50.8958061,44.33242667,49.49778273,,,
Cameroon,CMR,43.72224894,42.18202989,41.06990565,40.33657313,39.93272923,39.80907084,40.42968813,41.90962168,43.67599399,45.15592754,45.77654483,45.26271716,44.01346907,42.46715297,41.06212124,40.2367263,39.90400055,39.65812606,39.45917971,39.26723842,39.04237906,38.59233058,41.85374145,37.1006966,37.00906903,51.94994524,44.76925343,43.21490771,40.88755967,40.73557619,39.8126251,,,
"Congo, Dem. Rep.",COD,24.5776348,24.79675674,25.00146655,25.18345311,25.33440529,25.44601194,25.53427617,25.62061116,25.70482089,25.78670939,25.86608064,26.01607604,26.25963397,26.52125399,26.72543563,26.79667843,26.70376288,26.51171416,26.2893989,26.10568371,26.02943522,26.60053389,26.70774842,26.11667673,26.90586819,28.46187088,26.75502951,26.844658,26.72277431,26.33793289,26.64948332,,,
"Congo, Rep.",COG,24.22280694,24.3801773,24.56142918,24.75980118,24.96853192,25.18086002,25.45047867,25.80321142,26.19049235,26.56375554,26.87443508,27.18841109,27.5563371,27.90680737,28.16841612,28.26975761,28.14079494,27.83685082,27.47455888,27.17055273,27.041466,27.85799914,28.54475823,28.12029144,27.80599592,30.5591063,28.21607872,28.5831068,27.96446623,28.74841721,28.57374995,,,
Colombia,COL,26.47487559,26.30133928,26.14064108,25.98950815,25.84466763,25.70284667,25.62394775,25.62226732,25.62612348,25.56383434,25.36371802,24.82457791,23.92935361,22.88256755,21.88874213,21.15239976,20.60039193,20.06416392,19.60512884,19.2846998,19.16428992,20.55183771,18.14308603,18.92824886,18.33821148,17.60797874,17.31221549,17.25285225,16.04928757,14.5158658,14.18325149,,,
Comoros,COM,10.55434224,10.4570577,10.39854434,10.36917149,10.35930848,10.35932463,10.54178316,10.97478316,11.49199786,11.92710046,12.11376415,12.10936373,12.08579025,12.04849141,12.00291486,11.95450827,11.86286004,11.71373815,11.55185965,11.42194161,11.36870108,12.34368037,11.63964717,12.26758906,11.39615929,11.90892803,12.20417485,10.85987786,11.62829076,10.41272005,11.93327241,,,
Cabo Verde,CPV,42.97168829,42.81895697,42.72854445,42.68538992,42.67443257,42.68061162,43.28502714,44.71225898,46.41246601,47.83580706,48.432441,47.52681826,45.22335498,42.14215861,38.90333661,36.12699643,33.4651818,30.49945921,27.7442202,25.71385632,24.92275913,42.20199122,51.11123349,36.41467588,31.35084589,51.42041369,43.03149009,53.86926236,31.73842295,39.35191352,42.32252209,,,
Costa Rica,CRI,20.71916317,20.50900923,20.34882462,20.23625541,20.16894769,20.14454755,20.28421684,20.61762563,21.00518233,21.30729536,21.38437311,21.25036222,21.02862425,20.74369003,20.42009043,20.08235626,19.60908454,18.96732435,18.31428459,17.8071742,17.60320209,19.42518367,17.93692329,18.49015893,17.553961,17.66361551,16.89735629,17.16587534,15.13074363,13.37664409,14.30757125,,,
Caribbean small states,CSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,20.92157155,20.64558934,20.43088197,20.27809423,20.18787091,20.1608568,20.29433152,20.604977,20.97254149,21.27677326,21.39742057,21.20630854,20.75606115,20.19762491,19.68194634,19.35997194,19.19549163,19.0582325,18.95804684,18.90478694,18.90830509,19.67207389,19.62763655,19.91134939,20.76206027,21.40051655,19.74760389,20.13278651,20.91536648,20.34311224,21.23672428,,,
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,19.49737906,19.9045162,20.2539222,20.54317034,20.76983393,20.93148623,20.96692337,20.85881418,20.67054109,20.46548652,20.30703288,20.18140931,20.03596158,19.87574701,19.70582297,19.53124678,19.32343618,19.07761312,18.83454122,18.63498412,18.51970543,18.48750179,16.87664944,16.24066749,16.11148336,16.91221478,14.48133425,15.10712261,15.24949999,15.00666147,13.50870189,,,
Czechia,CZE,25.72029703,25.53405465,25.26156481,24.91803115,24.51865734,24.07864699,23.4020539,22.45060148,21.47599781,20.729951,20.46416915,20.69390256,21.15748509,21.69125023,22.13153143,22.31466217,22.16830993,21.81930174,21.40271035,21.05360852,20.90706902,21.01411848,19.28828088,18.93363849,18.36174831,17.81281111,16.99289917,16.94327843,17.34674382,14.2336874,14.11107114,,,
Germany,DEU,22.52620215,22.20709568,21.85870331,21.48302484,21.08206004,20.65780868,20.16692963,19.60711598,19.04191889,18.53488952,18.14957903,17.80805648,17.42512097,17.05341866,16.74559574,16.55429837,16.46733402,16.41788403,16.3766554,16.31435512,16.2016902,15.71617116,13.90785926,13.66339682,12.28224809,12.82535251,11.7806959,11.89784511,11.6526031,10.63784953,10.28768943,,,
Djibouti,DJI,37.20444289,36.23316437,35.6404846,35.33384815,35.2206996,35.20848348,36.01479199,37.92682857,40.20645473,42.11553199,42.91592185,42.46525859,41.38958844,40.10339083,39.02114521,38.55733103,38.64805846,38.95662273,39.48828088,40.24828994,41.24190694,44.85043435,49.94589026,47.87596036,42.84276234,45.16489347,44.09597154,44.08540384,43.05730569,39.72185739,35.92433048,,,
Dominica,DMA,20.48240575,20.26644155,20.08246508,19.93716604,19.83723412,19.78935899,19.81054868,19.8858752,19.97412424,20.03408151,20.0245327,19.83222844,19.45224258,19.00584566,18.61430819,18.39890072,18.36059215,18.38967576,18.44140862,18.4710478,18.43385038,18.06562815,18.60395066,19.05418632,19.28370033,21.02139051,21.02693109,20.17032266,20.31272567,20.04342444,20.66729982,,,
Denmark,DNK,18.39263452,18.00910104,17.64471843,17.29941493,16.97311877,16.66575819,16.40278461,16.19361835,16.01414095,15.84023395,15.64777889,15.39541236,15.08175255,14.7426534,14.41396883,14.1315528,13.86452435,13.58544206,13.33531922,13.15516912,13.08600502,13.35567895,10.81145609,10.39632879,10.81048908,10.22672701,9.234317032,10.09455952,10.35393406,9.611972854,9.069839273,,,
Dominican Republic,DOM,17.76492881,17.55441029,17.42514758,17.35996305,17.34167906,17.35311797,17.54241309,17.9651417,18.46529208,18.88685251,19.0738113,19.01261882,18.83237347,18.59103551,18.34656523,18.15692289,18.00881106,17.85924372,17.72164831,17.60945224,17.53608296,17.47133115,17.64682051,17.66345514,18.93966371,19.95718476,19.24917224,19.12032993,19.58928026,19.49681819,19.82674404,,,
Algeria,DZA,22.35936995,22.73088781,23.1553408,23.62641851,24.13781054,24.68320649,25.41090842,26.335955,27.25214078,27.95326031,28.23310812,28.13193067,27.8679443,27.50189844,27.09454247,26.70662581,26.33557009,25.93054224,25.47990961,24.97203955,24.39529939,23.57210779,24.39681643,22.38026402,24.11112295,25.61886583,25.55315255,24.75214578,24.93359006,24.38860864,25.55265583,,,
East Asia & Pacific (excluding high income),EAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,46.99345808,46.54614263,46.11345139,45.6940884,45.28675769,44.8901633,44.49112384,44.09593523,43.73251755,43.42879084,43.21267515,43.11107157,43.08139741,43.04734706,42.9326149,42.66089535,40.66499989,36.28669716,30.81311723,25.53139016,21.72864603,19.59193301,20.86503769,19.85926207,20.2791789,20.17296397,20.73991696,19.24593286,18.38668341,17.76993165,16.65702108,,,
"Egypt, Arab Rep.",EGY,57.42674819,60.08160376,62.25352702,63.88114201,64.90307275,65.25794327,64.71088589,63.4051112,61.84636067,60.54037576,59.99289795,60.08159059,60.33264844,60.72461002,61.23601387,61.84539851,63.78294495,67.46148195,71.63351964,75.05156815,76.46813762,62.04861638,61.72475587,70.14845997,66.12149608,67.64896316,61.4577553,58.93533841,65.46313016,67.75290209,54.85870565,,,
Euro area,EMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,42.71482812,41.41870093,40.44705496,39.7789527,39.39345662,39.26962921,39.71874144,40.78964753,42.06778482,43.13859062,43.58750227,43.22942618,42.37484535,41.35256201,40.49137837,40.12009665,40.15858883,40.27849304,40.43626071,40.58834328,40.69119219,40.86248558,42.90584229,43.47404464,35.77756355,41.14963609,39.60732622,41.40454118,41.56138215,36.26612855,32.35152064,,,
Spain,ESP,16.43451333,16.09772279,15.80717956,15.56391639,15.36896599,15.2233611,15.24626829,15.46872567,15.75957329,15.98765117,16.02179936,15.84757938,15.56447295,15.21220044,14.83048221,14.45903862,14.02204091,13.49055744,12.9746542,12.58439719,12.42985241,13.42004829,12.0395433,11.25059561,10.57985921,11.2555313,10.33883611,10.43666705,10.18457449,9.353543397,9.581054607,,,
Estonia,EST,14.16775456,14.07166745,13.94096539,13.78087772,13.59663375,13.3934628,13.14871697,12.84916157,12.51414579,12.16301879,11.81512974,11.39228624,10.865989,10.33012686,9.878588666,9.605263268,9.491502117,9.428737755,9.375980663,9.29224132,9.136530205,8.276636196,7.990138869,8.081221799,8.707678881,7.184960633,6.878352797,6.154852382,7.796681106,6.844825147,6.14573291,,,
Ethiopia,ETH,26.01815128,24.72777459,23.77895403,23.14020544,22.78004467,22.66698756,23.12587611,24.23017336,25.57132669,26.74078349,27.32999115,27.45694338,27.53349724,27.59189512,27.6643794,27.78319248,28.08627842,28.62669516,29.30935591,30.03917389,30.72106231,31.42915595,32.64396306,32.2039077,29.7131512,31.44360902,30.92712568,30.41206651,30.26233922,28.68769463,27.30532765,,,
European Union,EUU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,9.252752593,9.148946699,9.040494158,8.927173585,8.808763597,8.685042808,8.546880648,8.395099475,8.244407301,8.109512137,8.005121995,7.918639881,7.828031086,7.733847046,7.636639201,7.536958987,7.434183442,7.327668335,7.217933193,7.105497548,6.990880929,6.870394552,6.231156295,5.852852677,6.118573163,5.625008546,5.278134567,5.126739613,5.496957363,5.378670328,4.895180902,,,
Fiji,FJI,10.16959313,9.964458005,9.839392212,9.775661875,9.754533117,9.757272059,10.10762037,10.93293014,11.91988315,12.75516117,13.12544595,13.11907825,13.0520185,12.952378,12.84826807,12.76780002,12.69848962,12.61688854,12.53466193,12.46347492,12.41499268,12.48716076,12.69281837,12.65568574,12.14271622,11.9373871,12.32842427,12.30804019,12.73530387,12.91237731,12.41879817,,,
France,FRA,18.30549575,18.11751466,17.92264517,17.71943348,17.50642578,17.28216825,17.0410325,16.78748658,16.53522133,16.29792758,16.08929618,15.88029279,15.6420885,15.38868229,15.13407314,14.89226004,14.6287317,14.33399712,14.05958574,13.85702699,13.77785029,13.79747194,12.55858852,12.45829227,10.68767467,11.34429766,10.50815481,10.45831237,10.45994533,9.825246005,9.600381448,,,
Faroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,12.43750547,12.32080234,12.24651964,12.2072815,12.19571206,12.20443545,12.31482687,12.55484641,12.83699549,13.07377552,13.17768793,13.1352254,13.01651081,12.85949085,12.70211223,12.58232164,12.49616846,12.41143267,12.32365691,12.22838379,12.12115593,11.9522661,12.01310275,12.22625086,11.76059725,12.60656117,11.56496763,11.44238489,12.0885597,12.33587911,12.11442033,,,
Gabon,GAB,27.24778091,26.96227794,26.7698013,26.65338507,26.59606335,26.58087021,26.72982554,27.08477929,27.50851068,27.86379892,28.0134232,27.92319556,27.70071784,27.42145398,27.16086794,26.99442366,26.88797604,26.77040918,26.66173078,26.58194856,26.55107024,27.16768002,26.82598906,27.78038275,26.2746904,30.73902463,29.76796607,27.16910842,27.03830514,27.52418958,29.95487346,,,
United Kingdom,GBR,18.66115781,18.54944884,18.40223764,18.22492987,18.02293119,17.80164728,17.52075449,17.16605475,16.78214204,16.41361037,16.10505372,15.82429322,15.51396003,15.18086316,14.83181165,14.47361454,14.03336526,13.50487888,12.99504682,12.61076053,12.45891145,13.01105983,11.48446141,11.39361967,10.80764546,10.46027285,10.03597211,10.38142014,10.23978549,9.945698693,9.912885603,,,
